"company","domain","country","Size","Annual Revenue","segment","lead_persona","dm_targets","Use AI Tool Level","Use AI Has Tryon","Use AI Has Prompt","Use AI Product Category","Use AI Tool Url","Use AI Tool Evidence","rank_score"
"GOMAN","goman.it","IT","11-50 employees","5M-10M","5-filters only","Marketing","Owner / Founder","BASIC","no","no","accessible bathroom products","https://www.goman.it/catalogo","The catalogue offers only product search and filtering — 'Filter by Target' across categories like Health (475), Living (230), Hospitality (351) — plus downloadable 2D/3D technical sheets per product ('Scheda ... 2D 3D'), which are specifier resources, not interactive room visualization. No visualizer, configurator, or prompt-based tool was found.","71"
"MIRAGE","mirage.it","IT","201-500 employees","75M-200M","2-has tryon, no prompt","Digital / Ecommerce","Head of Digital (park)","ADVANCED","yes","no","porcelain stoneware tiles","https://mirage.it/us/en","The site labels the feature “Visualizer,” says “Set up your space,” asks what your bathroom, bedroom, or living room will be like, and states “Create your space with our configurator.” The page does not identify the configurator as a third-party tool or describe text-prompt generation.","71"
"MUSEUM SURFACES","museumsurfaces.com","ES","201-500 employees","75M-200M","2-has tryon, no prompt","Digital / Ecommerce","Head of Digital (park)","ADVANCED","yes","no","premium ceramic tiles","https://museumsurfaces.com/3d","The 3D page states “Visualize tiles in setting” and “Design your own setting,” indicating an interactive customer-facing visualization tool; it does not mention text-prompt generation.","71"
"NADIS DESIGN","nadisdesign.com","ES","11-50 employees","5M-10M","5-filters only","Marketing","Owner / Founder","BASIC","no","no","ceramic tile collections","https://nadisdesign.com/en/downloads","The Downloads page lists “documents for custom made” and “the 3D library of the collections.” This supports a BASIC downloadable 3D resource, but no interactive room preview, upload-based visualizer, or prompt-generation feature is identified.","71"
"OLYMPIA CERAMICA","olympiaceramica.it","IT","11-50 employees","5M-10M","5-filters only","Marketing","Owner / Founder","BASIC","no","no","ceramic sanitaryware and bathroom furniture","https://olympiaceramica.it","The site offers only a downloadable catalogue ('Download the new catalog') and product pages with downloadable 2D/3D dwg files and data sheets for specifiers; no interactive visualizer, configurator, or AI tool is present. Expert consultants 'ready to assist you in choosing the materials and style' indicate a human, not digital, selection process.","71"
"PAMESA","pamesa.com","ES","201-500 employees","75M-200M","2-has tryon, no prompt","Digital / Ecommerce","Head of Digital (park)","ADVANCED","yes","no","ceramic floor and wall tiles","https://www.pamesa.com/en/3D.html","The site says, “Plan your projects in an easy and intuitive way” and “Visualise each space in just a few minutes to see how your Pamesa Cerámica materials will look in your” space. The tool also offers “GET INSPIRED” and “BUILD” modes.","71"
"RECER","recer.pt","PT","201-500 employees","75M-200M","2-has tryon, no prompt","Digital / Ecommerce","Head of Digital (park)","ADVANCED","yes","no","floor and wall tiles","https://www.recer.pt/en/tile-visualiser/","The site calls the feature a “Tile visualiser” and says customers can “take a photo and see virtually how our products look on your floors and walls.” It also instructs users to take a room photo or choose a sample setting and see the result in real time.","71"
"REVIGRES","revigres.com","PT","201-500 employees","75M-200M","2-has tryon, no prompt","Digital / Ecommerce","Head of Digital (park)","ADVANCED","yes","no","ceramic and porcelain tiles","https://simulador360vr.revigres.pt?laang=de","The site says “Nutzen Sie unsere kostenlosen Tools und beginnen Sie mit der Planung Ihres Traumprojekts” and describes combining products in a virtual environment for a 360° tour. It also lists “Revigres 3D-Design” and “Revigrés AR Design,” including augmented reality for fitting floor and wall tiles into rooms.","71"
"ROCA TILES","rocatiles.com","ES","201-500 employees","75M-200M","2-has tryon, no prompt","Digital / Ecommerce","Head of Digital (park)","ADVANCED","yes","no","ceramic and porcelain tiles","https://www.rocatiles.com/export/3d/","The site states, “Visualize and plan your ideal space in 3D with Roca Tile ceramics.” It also lets users “Set up your own environment by specifying the dimensions of your room, structural elements, and decorative elements from scratch.”","71"
"SALGAR","salgar.net","ES","201-500 employees","75M-200M","2-has tryon, no prompt","Digital / Ecommerce","Head of Digital (park)","ADVANCED","yes","no","bathroom furniture and accessories","https://www.salgar.net/configurator-online-3d-salgar","Salgar offers a free online 3D configurator: ""Design your space by indicating your own measurements... Move the items around the room to place them wherever you want"" and ""Choose the colors and materials for the walls, ceiling, and floor."" The configurator is powered by a third-party tool (tileplanner.com/en/salgar/), with no text-prompt generation mentioned.","71"
"SUPERGRES","supergres.com","IT","11-50 employees","5M-10M","5-filters only","Marketing","Owner / Founder","BASIC","no","no","porcelain tiles and slabs","https://www.supergres.com/en/collections","The collections page says “Choose the look, the effect, the color and the size” and provides “Filter by” options including colors, effects, settings, surfaces, and sizes. This is a catalogue filter/picker rather than an in-room visualizer or text-prompt generator.","71"
"THERMOMAT SANILINE","thermomat.com","IT","11-50 employees","5M-10M","5-filters only","Marketing","Owner / Founder","BASIC","no","no","accessible bathroom products","https://thermomat.com/en/documentation/","The site's documentation page states 'Thermomat provides a technical guide aimed at supporting designers, architects, and industry professionals in creating accessible restrooms,' i.e. downloadable catalogs and brochures rather than any interactive visualizer, configurator, or room-preview tool. No product-in-room try-on or prompt-based generation feature was found on the homepage, product pages, or navigation.","71"
"TONALITE","tonalite.it","IT","11-50 employees","5M-10M","5-filters only","Marketing","Owner / Founder","BASIC","no","no","wall and floor tiles","https://www.tonalite.it/en/collections","The official Collections page provides a “Collection's list” with “Color,” “Decor,” and “Shape” filters, plus a “Find your collection” function. This is catalogue browsing/filtering, not an interactive room or uploaded-photo preview.","71"
"VIVES AZULEJOS Y GRES","vivesceramica.com","ES","201-500 employees","75M-200M","2-has tryon, no prompt","Digital / Ecommerce","Head of Digital (park)","ADVANCED","yes","no","ceramic and porcelain tiles","https://www.vivesceramica.com/en/settings/create-your-settings.html","The site says, “Create your own 3D settings with these design tools” and “create your own design projects with VIVES.” It also states that its complete ceramic catalogue is available through 3D design platforms including 3dSuperb, Visoft, Tilelook, Domus3D, and Blueprint.","71"
"X-IS","wa-kei.com","JP","11-50 employees","5M-10M","5-filters only","Marketing","Owner / Founder","BASIC","no","no","Japanese tiles and ceramics","https://www.x-is.co.jp/en/catalog/claim","The only design-adjacent feature found is a downloadable catalogue: ""Catalog Download – Please refer to this page if you're looking for our catalog. A comprehensive and creative catalog of tiles and stone, crafted for those who value authenticity."" No visualizer, configurator, room preview, uploaded-photo tool, or AI prompt feature appears anywhere in the site navigation or pages.","71"
"Asia Pacific Ceramic","asiapacificceramic.com","IN","11-50 employees","5M-10M","5-filters only","Marketing","Owner / Founder","BASIC","no","no","porcelain and ceramic tiles","https://asiapacificceramic.com/en/collection","The collection page says “FILTER/SORT” and provides filters “BY TYPE,” “BY SURFACE,” “BY LOOK,” and “BY SIZE,” which is a basic catalogue-filtering tool rather than an interactive visualizer. The site does not state that customers can place tiles in a room, upload a photo, or generate a design from a text prompt.","71"
"Cerámica Italia S.A","ceramicaitalia.com","CO","501-1,000 employees","75M-200M","2-has tryon, no prompt","Digital / Ecommerce","Head of Digital (park)","ADVANCED","yes","no","ceramic tiles and sanitaryware","https://www.ceramicaitalia.com/visualizador","The site labels the feature “Visualizador 3D.” A testimonial states, “Subí la foto de mi casa y pude seleccionar el producto que más se adaptaba a mi hogar,” indicating an in-room photo visualization capability.","71"
"Maruman Shokai. Co., Ltd.","tile-maruman.com","JP","11-50 employees","5M-10M","5-filters only","Marketing","Owner / Founder","BASIC","no","no","ceramic mosaic tiles","https://tile-maruman.com/search","The site labels the tool page “Products,” shows “1–12 of 72 results,” and provides filters including “Approximate Size by Inch,” “Material,” “Shape,” “Finish,” “Application,” and “Color”; it also offers a “Download Catalogue.” No room-preview, uploaded-photo, or text-prompt feature is stated.","71"
"Pavit Ceramics","pavits.com","IN","501-1,000 employees","75M-200M","2-has tryon, no prompt","Digital / Ecommerce","Head of Digital (park)","ADVANCED","yes","no","vitrified and ceramic tiles","https://tilevisualizer.pavits.com/","The site promotes ""TILE VISUALIZER – Be your own designer! Get Started now!"" linking to tilevisualizer.pavits.com, and the floor tiles page says ""You can even visualize your room on the tile visualizer which will give you an idea of how it will look after installing the tiles on the floor."" The tool is a third-party build, footer-credited ""Powered by Tile Visualizer"" (tilevisualizer.com), with room selection, save/share and PDF export features.","71"
"PT. Sun Power Ceramics","sunpower.id","ID","501-1,000 employees","75M-200M","2-has tryon, no prompt","Digital / Ecommerce","Head of Digital (park)","ADVANCED","yes","no","ceramic and porcelain tiles","https://sunpower.id/tile-calculator","The site labels the feature “Tiles Visualizer,” says “Transform your space instantly,” and describes experiencing the products “in your own room.” The tile calculator page also includes a “Room Visualizer” link.","71"
"Stoneglass Srl.","stoneglass.it","IT","11-50 employees","5M-10M","5-filters only","Marketing","Owner / Founder","BASIC","no","no","glass-stone slabs surfaces","https://stoneglass.it/en/finishes","The site offers only static, non-interactive material: 'Download our catalog' links to PDF catalogues, and the Finishes page shows a static palette of finishes ('Black Matt', 'White polished', 'Breeze', etc.) plus Stoneglass 3D marble effects with 'Additional effects are available upon request'. No room preview, photo upload, configurator or AI tool appears in the navigation, product, finishes or FAQ pages.","71"
"X Ceramics Group","xceramics.com","BD","501-1,000 employees","75M-200M","2-has tryon, no prompt","Digital / Ecommerce","Head of Digital (park)","ADVANCED","yes","no","ceramic tiles and bathware","https://visualizer.xceramics.com","The site labels the feature “Tiles Visualizer” and says, “Visualize your dream home before you buy with VISUALIZE NOW,” linking to https://visualizer.xceramics.com.","71"
"Hohenberger Manufaktur für Tapeten I Taubert GmbH & Co. KG","hohenberger-wallcoverings.com","DE","11-50 employees","5M-10M","5-filters only","Marketing","Owner / Founder","BASIC","no","no","wallpapers and wallcoverings","https://www.hohenberger-wallcoverings.com/en/Shop/Wallpapers","The Wallpapers page offers filtering by collection, product features, room, and style, including the wording “Filter Filter Collection.” These are catalogue filters rather than an in-room preview, uploaded-photo visualizer, or prompt-based generator; the site also offers physical A4 samples of its wallpapers.","71"
"APEGRUPO","apegrupo.com","ES","51-200 employees","25M-75M","5-filters only","Marketing","Marketing + Design + MD","BASIC","no","no","ceramic and porcelain tiles","http://apegrupo.com/en/products","The product page lists “Filters” including “Type of body,” “Finish,” “Appearance,” “Color,” and “Thickness.” This is a BASIC product-filtering tool; no composed room preview or prompt-based generator is shown.","70"
"ARCANA CERAMICA","arcanatiles.com","ES","2-10 employees","1M-5M","5-filters only","Marketing","Owner / Founder","BASIC","no","no","porcelain and ceramic tiles","https://www.arcanatiles.com/en/","The site's navigation/footer include a 'BIM' section and 'Catalogs' links, plus third-party downloadable catalog entries 'Arcana Tiles Tilelook' (tilelook.com/by/arcana) and 'Arcana Tiles Domus3D' (domus3d.com catalogos); per the classification rules, such BIM/CAD libraries and downloadable 3D catalogs for specifiers classify as BASIC. No customer-facing visualizer, configurator, room preview, or AI/prompt tool was found.","70"
"B&B CERAMICHE","bebceramiche.eu","IT","","","4-no design step","Marketing","Owner / Founder (size unknown)","NONE","no","no","porcelain stoneware tiles","","The site describes its mission as offering “pavimenti e rivestimenti in gres porcellanato” and lists collections, downloads, merchandising, and contacts. Its download page states “Ci sono 28 cataloghi,” but no visualizer, configurator, room preview, upload-photo feature, or prompt-based design tool is identified.","70"
"BIOPIETRA","biopietra.com","IT","11-50 employees","1M-5M","5-filters only","Marketing","Owner / Founder","BASIC","no","no","regenerated stone cladding","https://biopietra.com/en/technical-area/bim/","The site offers only specifier downloads: 'Biopietra supports industry professionals by offering constantly updated BIM objects' and 'Biopietra makes periodically updated BIM objects available', plus a showroom virtual tour of their own premises. No room visualizer, uploaded-photo tool, configurator or AI/prompt feature was found.","70"
"CALEIDO","caleido.it","IT","11-50 employees","1M-5M","5-filters only","Marketing","Owner / Founder","BASIC","no","no","designer radiators, towel warmers","https://www.caleido.it/en/product/book","The product page says, ""Choose the perfect model, dimensions, color, and accessories for your space"" and ""Use our configurator to create the ideal designer radiator, custom-made for you."" No in-room, uploaded-photo, or text-prompt visualization capability is stated.","70"
"CASTELVETRO CERAMICHE","castelvetro.it","IT","51-200 employees","25M-75M","5-filters only","Marketing","Marketing + Design + MD","BASIC","no","no","porcelain stoneware tiles","https://www.castelvetro.it/le-nostre-collezioni","The collections page offers customer-facing selection controls for “Destinazione,” “Effetto,” “Colore,” and “Formato,” followed by named product collections. It does not show an in-room preview, uploaded-photo visualization, or text-prompt generation feature.","70"
"CERAMICA VILAR ALBARO","ceramicacva.com","ES","51-200 employees","25M-75M","5-filters only","Marketing","Marketing + Design + MD","BASIC","no","no","ceramic wall tiles","https://www.ceramicacva.com/en/productos/","The product page explicitly provides “Filtros” for “Tipo de azulejo,” “Formato,” and “Stays,” which supports BASIC classification; the site does not describe an in-room, uploaded-photo, composed-preview, or text-prompt feature.","70"
"CRISTACER","cristalceramicas.com","ES","51-200 employees","25M-75M","5-filters only","Marketing","Marketing + Design + MD","BASIC","no","no","ceramic tiles and flooring","https://cristalceramicas.com/en/catalogs","The site provides “Catálogos” and describes a “Catálogo general” containing “Todo nuestro producto cerámico.” This is a basic catalogue-based selection aid; no interactive room preview, uploaded-photo try-on, or prompt-based generator is stated.","70"
"DANIEL","daniel.it","IT","51-200 employees","25M-75M","5-filters only","Marketing","Marketing + Design + MD","BASIC","no","no","decorative faucets and showers","https://www.daniel.it/en/content/9-catalogs","The site offers only a Catalogs page of downloadable PDF catalogues (e.g. 'DANIEL DESIGN COLLECTION', 'DANIEL REGENCY') plus finish/decoration pages (FINISHING TABLE, STEEL PVD, DEKORA & SENSE); no visualizer, configurator, room preview or AI tool appears in the navigation or product sections.","70"
"DECOCER","decocer.com","ES","51-200 employees","25M-75M","5-filters only","Marketing","Marketing + Design + MD","BASIC","no","no","small-format ceramic tiles","https://www.decocer.com/collections","The Collections page provides “Advanced search” controls for Product, Shape, and Size with an “Apply filters” action, plus catalogue downloads. No interactive room preview, uploaded-photo visualizer, or text-prompt generation feature is stated on the checked pages.","70"
"DEL CONCA","delconca.com","IT","201-500 employees","25M-75M","2-has tryon, no prompt","Digital / Ecommerce","Head of Digital (park)","ADVANCED","yes","no","ceramic floor-wall tiles","https://www.delconcausa.com/","The Del Conca USA page calls it a “cutting edge visualizer technology” and instructs users to “Take a photo or upload your own to the visualizer.” It also directs users to click “See Our Floor in Your Room.”","70"
"DOMINO","domino.pt","PT","51-200 employees","25M-75M","5-filters only","Marketing","Marketing + Design + MD","BASIC","no","no","ceramic and porcelain tiles","https://domino.pt/","The site labels the selector “Search Collections” and “Discover more ceramic styles,” with filters for application, finish, surface, range, and format. No interactive room/photo preview or text-prompt generation is evidenced on the reviewed page.","70"
"EL BARCO","elbarco.com","ES","","","4-no design step","Marketing","Owner / Founder (size unknown)","NONE","no","no","ceramic wall-floor tiles","","The site navigation lists “Empresa,” “Producto,” “Espacios,” “Ferias,” and “Catálogos,” and the homepage states “Explora nuestros completos catálogos.” No visualizer, configurator, room-preview, upload-photo, or text-prompt tool is presented, so the tool level is NONE.","70"
"ELIOS CERAMICA","eliosceramica.it","IT","51-200 employees","25M-75M","5-filters only","Marketing","Marketing + Design + MD","BASIC","no","no","ceramic and porcelain tiles","https://eliosceramica.com/wp-content/uploads/2026/02/ELIOS_CATALOGO-GENERALE-2026.pdf","The site's navigation and homepage offer no visualizer, configurator or room-preview tool — only 'COLLEZIONI', 'Wishlist', 'Contatti' and a login-only 'Area riservata' portal — plus downloadable 'Catalogo generale' and 'Catalogo outdoor' PDFs, which classify as BASIC (downloadable catalogue, no composed preview).","70"
"EXAGRES","exagres.es","ES","51-200 employees","25M-75M","5-filters only","Marketing","Marketing + Design + MD","BASIC","no","no","extruded porcelain tiles","https://exagres.es/acceso-bim/","The site includes a “Download BIM” resource and describes a catalogue for architects and interior designers, but the reviewed pages provide no customer-facing room visualizer, uploaded-photo preview, or prompt-based generator.","70"
"FIORANESE","fioranese.it","IT","","","4-no design step","Marketing","Owner / Founder (size unknown)","NONE","no","no","porcelain stoneware floor tiles","","The homepage labels a feature “Virtual tour FIO,” but the site wording does not describe placing Fioranese products in a room, composing a layout, or generating an image from a text prompt; therefore no qualifying customer-facing design tool is evidenced.","70"
"FORNACE S.ANSELMO","santanselmo.it","IT","","","4-no design step","Marketing","Owner / Founder (size unknown)","NONE","no","no","architectural bricks and terracotta","","The site navigation lists “Azienda,” “Prodotti,” “Casi Studio,” “Galleria,” “Novità,” “FAQ” and “Contatti,” while its product section lists bricks, strips, architectural terracotta, complementary products, screens and prefabricated systems; no customer-facing design or visualization tool is stated.","70"
"GEDY","gedy.com","IT","51-200 employees","25M-75M","5-filters only","Marketing","Marketing + Design + MD","BASIC","no","no","bathroom accessories and furnishings","https://www.gedy.com/en/download/","The site labels its resource “DOWNLOAD” and “SFOGLIA I NOSTRI CATALOGHI” and provides a “CATALOGO.” No interactive preview, room visualizer, configurator, or AI prompt feature is stated, so this is BASIC rather than ADVANCED.","70"
"GIRASOLE PIETRE NATURALI","girasolepietre.it","IT","11-50 employees","1M-5M","5-filters only","Marketing","Owner / Founder","BASIC","no","no","stone slabs and panels","https://girasolepietre.it/magazzino-online","The warehouse page offers “Search by photo” and says, “Our AI algorithm will find the most similar slabs among those available in our database.” This is an image-based product search, not an in-room visualizer or text-prompt generation tool.","70"
"GRANITO FORTE","granitoforte.it","IT","","","4-no design step","Marketing","Owner / Founder (size unknown)","NONE","no","no","designer tile collections","","The site describes its offering as “Designer tiles for unique and timeless spaces” and shows collection entries with “PDF data sheet” and “Request information.” The download page provides a general catalogue and technical guides, with no stated interactive visualizer, room planner, configurator, try-on, or prompt-based generator.","70"
"HIDRA CERAMICA","hidra.it","IT","51-200 employees","25M-75M","5-filters only","Marketing","Marketing + Design + MD","BASIC","no","no","sanitaryware and bathroom furnishings","https://www.hidra.it/en/collections/one-shot/","The official One Shot collection page lists “3D HUB” and “2D 3D” resources, indicating downloadable or reference 3D assets rather than an interactive in-room preview. No customer-facing visualizer, room planner, or text-prompt generation feature is shown.","70"
"LA PLATERA","laplatera.es","ES","51-200 employees","25M-75M","5-filters only","Marketing","Marketing + Design + MD","BASIC","no","no","ceramic floor wall tiles","https://www.laplatera.es/en/meet-our-new-website/","The site describes its search engine as offering filters by color, size, and product type, and separately provides room scenes where visitors can find inspiration. These are catalogue browsing and static inspiration features rather than an interactive preview tool.","70"
"LITHOTECH","livingceramics.com","ES","51-200 employees","25M-75M","5-filters only","Marketing","Marketing + Design + MD","BASIC","no","no","ceramic tiles and sintered stone","https://livingceramics.com/en/livingceramics-walltile-floortile-3d-platforms","The site states ""Livingceramics is now available on three leading 3D platforms: ViSoft, Spark Vision and DomuS3D"" where professionals find ""our full cladding and paving catalogue"" to design 3D settings. These are third-party specifier/design platforms with no on-site try-on or AI prompt tool, so per the rules this is BASIC.","70"
"MAINZU","mainzu.com","ES","51-200 employees","25M-75M","5-filters only","Marketing","Marketing + Design + MD","BASIC","no","no","ceramic and porcelain tiles","https://tileofspainusa.com/visualization-technology-and-digital-design-tools-with-tile-of-spain/","A Tile of Spain visualization-tools page identifies “Mainzu 3D by Mainzu Ceramica” and states that “MAINZU 3D is a downloadable software.” The evidence does not describe an interactive room/photo preview or prompt-based generation, so the tool is classified as BASIC.","70"
"MA.VI. MAIOLICHE VIETRESI","maviceramica.it","IT","","","4-no design step","Marketing","Owner / Founder (size unknown)","NONE","no","no","handmade Vietri ceramic tiles","","The collections page lists named collections and downloadable catalogues, including “Catalogo 2025” and format-specific catalogues, but no visualizer, room preview, configurator, prompt interface, or other customer-facing design tool is shown or described.","70"
"MYKONOS CERAMICA","mykonosceramica.com","ES","11-50 employees","1M-5M","5-filters only","Marketing","Owner / Founder","BASIC","no","no","ceramic and porcelain tiles","https://www.mykonosceramica.com/en","The site promotes a “Catálogo General” and extensive collections, including ceramic wall tiles and porcelain products. This supports BASIC catalogue browsing, but no interactive room preview, uploaded-photo visualizer, or prompt-based generator is stated.","70"
"NOVOCERAM","novoceram.fr","FR","51-200 employees","25M-75M","5-filters only","Marketing","Marketing + Design + MD","BASIC","no","no","ceramic and porcelain tiles","https://www.novoceram.com/","The homepage asks “What kind of tile are you looking for?” and provides filters for uses, effects, colours, and sizes, plus a “Find a Product” link. This supports BASIC filtering, but no in-room preview, uploaded-photo visualization, or text-prompt generation is stated.","70"
"POLIS","polis.it","IT","51-200 employees","25M-75M","5-filters only","Marketing","Marketing + Design + MD","BASIC","no","no","ceramic and porcelain tiles","https://en.polis.it/browsable-catalogue/","The homepage provides “Explore by collections” and a “Browsable catalogue.” The reviewed pages do not state a room visualizer, uploaded-photo preview, or text-prompt generator.","70"
"PONTE GIULIO","pontegiulio.com","IT","2-10 employees","1M-5M","5-filters only","Marketing","Owner / Founder","BASIC","no","no","accessible bathroom safety products","https://www.pontegiulio.com/en-INT/pontegiulio/bim_objects.html","The site describes its BIM page as “The selection of our BIM models” and says it provides “3D parametric models in BIM.” This is a BIM model library rather than an interactive room or uploaded-photo preview, so it is classified as BASIC.","70"
"PORCELANICOS HDC","porcelanicoshdc.es","ES","51-200 employees","25M-75M","5-filters only","Marketing","Marketing + Design + MD","BASIC","no","no","porcelain ceramic tiles","https://porcelanicoshdc.com/colecciones/","The collections page provides filters labelled “Estancias,” “Inspiración,” “Piedra,” “Cemento,” “Marmol,” “Madera,” “Cotto,” and “3D,” together with “Borrar filtro.” This is a BASIC catalogue-filtering tool, not a room preview or prompt-based visualizer.","70"
"PROFILITEC","profilitec.com","IT","51-200 employees","25M-75M","5-filters only","Marketing","Marketing + Design + MD","BASIC","no","no","installation profiles and systems","https://www.profilitec.com/en/landing/uptec-calculator","The Uptec page says “DESIGN YOUR RAISED FLOOR!” and describes a platform to find “which and how many items are needed” for a project, linking to “DISCOVER THE UPTEC CALCULATOR” and “ACCESS THE CALCULATOR.” This is a basic quantity/configuration calculator, not a room try-on or text-prompt visual generator.","70"
"PROGRESS PROFILES","progressprofiles.com","IT","51-200 employees","25M-75M","5-filters only","Marketing","Marketing + Design + MD","BASIC","no","no","tile and flooring profiles","https://www.progressprofiles.com/en/profili-3","The Profiles page asks “What are you searching for?” and provides material and color selections. The homepage also promotes a Progress app offering a “Products Catalogue,” “New products,” and “Video tutorial,” but no room preview or prompt-based visual generation is stated.","70"
"ROCERSA","rocersa.es","ES","51-200 employees","25M-75M","5-filters only","Marketing","Marketing + Design + MD","BASIC","no","no","porcelain and ceramic tiles","https://en.rocersa.com/bim/","The site labels the resource “BIM LIBRARY” and says BIM “allows the creation of digital design simulations” for architectural projects. This is a specifier-oriented BIM resource, classified as BASIC rather than an interactive room visualizer or prompt-based generator.","70"
"SUNSHOWER","sunshower.it","NL","11-50 employees","1M-5M","5-filters only","Marketing","Owner / Founder","BASIC","no","no","infrared UV shower systems","https://www.sunshower.it/","The homepage says “Quale Sunshower è più adatto a te? Fai il test” (“Which Sunshower is most suitable for you? Take the test”), indicating a product-selection quiz. No in-room visualizer, uploaded-photo preview, or prompt-based generation is described.","70"
"TOPCER","topcer.com","PT","51-200 employees","25M-75M","5-filters only","Marketing","Marketing + Design + MD","BASIC","no","no","porcelain surface tiles","https://www.topcer.com/sizes_and_shapes.php","The site labels the section “Products > Sizes and Shapes” and presents “Smooth Texture” and “Textured Surfaces.” This supports basic product filtering or selection, not an in-room visualizer or prompt-based generation.","70"
"Ibel","ibelceramics.com","CN","","","4-no design step","Marketing","Owner / Founder (size unknown)","NONE","no","no","porcelain tiles and accessories","","The site navigation lists “Collections,” “News,” “Downloads,” and “Contacts,” while the collections page lists “Floor,” “Wall,” and “Deco.” No visualizer, configurator, interactive 3D tool, prompt generator, or custom design service is stated on the checked pages.","70"
"Italica Tiles","italicatiles.com","IN","201-500 employees","25M-75M","2-has tryon, no prompt","Digital / Ecommerce","Head of Digital (park)","ADVANCED","yes","no","ceramic and vitrified tiles","https://italicadesigns.italicatiles.com/app/nhFgUMFeKbT58yXqMVAzoQ/room-select","The site header on every page carries a 'TILES VISUALIZER' link to an interactive app on the italicadesigns subdomain whose entry path is room-select, indicating customers can place the company's tiles in a selected room; no text-prompt/AI generation feature was found.","70"
"Keramicos","keramikos.com.ec","EC","201-500 employees","25M-75M","2-has tryon, no prompt","Digital / Ecommerce","Head of Digital (park)","ADVANCED","yes","no","porcelain and ceramic tiles","https://keramikos.com.ec/","The homepage features a 'VISUALIZA TU ESPACIO – EXPERIENCIAS DIGITALES' section offering a 'Visualizador de espacios 3D' and 'Diseña tu propio ambiente'. The company's own Facebook page confirms: '¿Te imaginas ver cómo quedaría tu espacio con nuestro producto? Con nuestro visualizador 3D ahora puedes hacerlo desde casa.'","70"
"Keystone Tile","keystonetile.com","US","51-200 employees","25M-75M","5-filters only","Marketing","Marketing + Design + MD","BASIC","no","no","natural stone and tile","https://www.keystonetile.com/product-category/porcelain","The porcelain section’s navigation includes “Visualizer.” The same section provides selectable sizes and product types such as “12x24,” “Mosaic(P),” and “Wall tile(p),” supporting BASIC rather than a verified interactive room-preview classification.","70"
"Esselle Retail Limited","esselleretail.com","GB","11-50 employees","1M-5M","5-filters only","Marketing","Owner / Founder","BASIC","no","no","homeware, wallpaper, fabrics, rugs","https://esselle-publisher-b3bbf.web.app/","The Esselle Home page provides a “View Digital Catalogue” link and describes coordinated wallpapers, fabrics, window dressings and rugs. The site does not describe an interactive room preview, uploaded-photo try-on, or text-prompt visual generator.","70"
"JADRANKAMEN white limestone Croatia/EU","jadrankamen.hr","HR","","","4-no design step","Marketing","Owner / Founder (size unknown)","NONE","no","no","architectural and building stone","","The official pages describe JADRANKAMEN as a company for “exploitation, processing, sale and installation” of architectural and building stone. No customer-facing visualizer, configurator, room-preview, or text-prompt feature is stated on the reviewed official pages.","70"
"Stanza International LLC.","stanzawholesale.com","US","2-10 employees","1M-5M","5-filters only","Marketing","Owner / Founder","BASIC","no","no","natural stone pebble tiles","https://www.stanzawholesale.com/catalog","The Catalog page says “Download your copy now,” indicating a downloadable product catalogue. No interactive room visualizer, configurator, uploaded-photo preview, or text-prompt generator is stated on the reviewed site pages.","70"
"ARBI ARREDOBAGNO","arbiarredobagno.it","IT","51-200 employees","10M-25M","5-filters only","Marketing","Marketing + Design + MD","BASIC","no","no","bathroom furniture and fixtures","https://www.arbiarredobagno.it/","The homepage provides “Seleziona collezione,” “Seleziona categoria,” and “Scegli il tuo stile,” which qualify as basic catalogue/style filtering. No room-preview, uploaded-photo, or text-prompt functionality is stated.","69"
"CERAMICAS MIMAS","ceramicasmimas.com","ES","51-200 employees","10M-25M","5-filters only","Marketing","Marketing + Design + MD","BASIC","no","no","ceramic wall and floor tiles","https://ceramicasmimas.com/en/downloads/","The only customer-facing design aid found is the Downloads page: 'Our general catalogue of the company, in which you can find a sample of the technology used in our products, as well as a repertoire of the collections, series and sets of our ceramics' with PDF downloads for 2023–2025. The main navigation (Home, Company, Downloads, Products, News) contains no visualizer, configurator, room preview, or AI/prompt tool.","69"
"CEVICA","cevica.es","ES","51-200 employees","10M-25M","5-filters only","Marketing","Marketing + Design + MD","BASIC","no","no","decorative ceramic tiles","https://www.cevica.es/en/catalogs","The site navigation offers 'SERVICES AND RESOURCES – DOWNLOADS' linking to downloadable catalogues, plus static Inspiration galleries ('Get inspired with ideas to design your kitchen with Cevica tiles'); no interactive visualizer, room preview, configurator, or AI/prompt tool was found on the checked pages.","69"
"CIPA GRES","cipagres.it","IT","51-200 employees","10M-25M","5-filters only","Marketing","Marketing + Design + MD","BASIC","no","no","technical porcelain stoneware flooring","https://www.cipagres.it/en/content/18-configurator","The page is labeled “Configurator” and says the “Required product calculation” provides “useful hints and detailed information.” It accepts tile format, thickness, joint width, and area inputs and provides “Calculate the consumption,” indicating a quantity calculator rather than a visualizer.","69"
"DECROS","decros.com.tr","TR","51-200 employees","10M-25M","5-filters only","Marketing","Marketing + Design + MD","BASIC","no","no","porcelain, ceramic and natural stone","http://www.decros.com.tr/catalogue.html","The site's catalogue page offers only downloadable PDF catalogues (""Natural Stone General Catalogue"", ""Porcelain and Ceramic General Catalogue"", etc.); the homepage shows static product images in interior settings with no interactive room visualizer, photo upload, configurator, or AI feature.","69"
